# Feed for AS214818
#
# This file contains a self-published geofeed as defined in http://tools.ietf.org/html/draft-google-self-published-geofeeds-02 (draft02)
# Last modified: Sun, 22 Dec 2024 22:34:49 GMT
# Number of records: 4
2a0a:6044:bb06::/47,GB,GB-ESS,Colchester,,
2a14:7580:eefc::/47,GB,GB-ESS,Colchester,,
2a14:7580:eefe::/47,GB,GB-ESS,Colchester,,
2a0b:4e07:c68::/46,GB,GB-ESS,Colchester,,
2a0f:85c1:808::/48,GB,GB-ESS,Colchester,,
2a0f:85c1:808:2000::/64,GB,GB-CMA,Kendal,,
